authors,description,hash,isbn10,isbn13,publication_date,site,tags,title,url,year
['Eric Raymond'],"The Art of UNIX Programming poses the belief that understanding the unwritten UNIX engineering tradition and mastering its design patterns will help programmers of all stripes to become better programmers. This book attempts to capture the engineering wisdom and design philosophy of the UNIX, Linux, and Open Source software development community as it has evolved over the past three decades, and as it is applied today by the most experienced programmers. Eric Raymond offers the next generation of ""hackers"" the unique opportunity to learn the connection between UNIX philosophy and practice through careful case studies of the very best UNIX/Linux programs.

Read more",99d99bd072e7f0b455ccd859d9467143d16c82622a359f1b0d3d0c8cd95218fd,0131429019,978-0131429017,"September 23, 2003",amazon,"['Unix Programming', 'Computer Systems Analysis & Design', 'Computer Software']",The Art of UNIX Programming (The Addison-Wesley Professional Computng Series),https://www.amazon.com/dp/0131429019,2003
['Dr. Rian Quinn'],"A hands-on guide to making system programming with C++ easy

Key Features
Write system-level code leveraging C++17
Learn the internals of the Linux Application Binary Interface (ABI) and apply it to system programming
Explore C++ concurrency to take advantage of server-level constructs
Book Description

C++ is a general-purpose programming language with a bias toward system programming as it provides ready access to hardware-level resources, efficient compilation, and a versatile approach to higher-level abstractions.

This book will help you understand the benefits of system programming with C++17. You will gain a firm understanding of various C, C++, and POSIX standards, as well as their respective system types for both C++ and POSIX. After a brief refresher on C++, Resource Acquisition Is Initialization (RAII), and the new C++ Guideline Support Library (GSL), you will learn to program Linux and Unix systems along with process management. As you progress through the chapters, you will become acquainted with C++'s support for IO. You will then study various memory management methods, including a chapter on allocators and how they benefit system programming. You will also explore how to program file input and output and learn about POSIX sockets. This book will help you get to grips with safely setting up a UDP and TCP server/client.

Finally, you will be guided through Unix time interfaces, multithreading, and error handling with C++ exceptions. By the end of this book, you will be comfortable with using C++ to program high-quality systems.

What you will learn
Understand the benefits of using C++ for system programming
Program Linux/Unix systems using C++
Discover the advantages of Resource Acquisition Is Initialization (RAII)
Program both console and file input and output
Uncover the POSIX socket APIs and understand how to program them
Explore advanced system programming topics, such as C++ allocators
Use POSIX and C++ threads to program concurrent systems
Grasp how C++ can be used to create performant system applications
Who this book is for

If you are a fresh developer with intermediate knowledge of C++ but little or no knowledge of Unix and Linux system programming, this book will help you learn system programming with C++ in a practical way.

Table of Contents
Getting Started with System Programming
Learning the C, C++17 and POSIX Standards
System Types for C++ and POSIX
C++, RAII and the GSL Refresher
Programming Linux / Unix System
Learning to Program Console Input / Output
A Comprehensive Look at Memory Management
Learning to Program File Input / Output
A Hands-On Approach to Allocators
Programming POSIX Sockets using C++
Time Interfaces in Unix
Learn to Program POSIX and C++ Threads
Error Handling with Exceptions
Read more",77b2b5c861c12288e8d451b393478f5f40f13bbd553808453b8782d66b55a012,,,"December 26, 2018",amazon,"['C++ Programming', 'Linux', 'Computer Systems Analysis & Design (Kindle Store)']",Hands-On System Programming with C++: Build performant and concurrent Unix and Linux systems with C++17,https://www.amazon.com/dp/B07GVNFTWD,2018
['Kaiwan N Billimoria'],"Get up and running with system programming concepts in Linux

Key Features
Acquire insight on Linux system architecture and its programming interfaces
Get to grips with core concepts such as process management, signalling and pthreads
Packed with industry best practices and dozens of code examples
Book Description

The Linux OS and its embedded and server applications are critical components of today's software infrastructure in a decentralized, networked universe. The industry's demand for proficient Linux developers is only rising with time. Hands-On System Programming with Linux gives you a solid theoretical base and practical industry-relevant descriptions, and covers the Linux system programming domain. It delves into the art and science of Linux application programming- system architecture, process memory and management, signaling, timers, pthreads, and file IO.

This book goes beyond the use API X to do Y approach; it explains the concepts and theories required to understand programming interfaces and design decisions, the tradeoffs made by experienced developers when using them, and the rationale behind them. Troubleshooting tips and techniques are included in the concluding chapter.

By the end of this book, you will have gained essential conceptual design knowledge and hands-on experience working with Linux system programming interfaces.

What you will learn
Explore the theoretical underpinnings of Linux system architecture
Understand why modern OSes use virtual memory and dynamic memory APIs
Get to grips with dynamic memory issues and effectively debug them
Learn key concepts and powerful system APIs related to process management
Effectively perform file IO and use signaling and timers
Deeply understand multithreading concepts, pthreads APIs, synchronization and scheduling
Who this book is for

Hands-On System Programming with Linux is for Linux system engineers, programmers, or anyone who wants to go beyond using an API set to understanding the theoretical underpinnings and concepts behind powerful Linux system programming APIs. To get the most out of this book, you should be familiar with Linux at the user-level logging in, using shell via the command line interface, the ability to use tools such as find, grep, and sort. Working knowledge of the C programming language is required. No prior experience with Linux systems programming is assumed.

Table of Contents
Linux System Architecture
Virtual Memory
Resource Limits
Dynamic Memory Allocation
Linux Memory Issues
Debugging Tools for Common Memory Issues
Process Credentials
Process Execution
Process Capabilities
Process Creation
Signalling - Part 1
Signalling - Part 2
Timers
Multithreading with Pthreads Part 1-Essentials
Multithreading with Pthreads Part II - Synchronization
Multithreading with Pthreads Part III
CPU Scheduling on Linux
Advanced File I/O
Troubleshooting and Best Practices
File IO Essentials
Daemon Processes
Read more",453b518d6b400c273cd15f841a716ab3016f067019f592c5cb397bac17d63f26,1788998472,978-1788998475,"October 31, 2018",amazon,"['Linux Programming', 'C Programming Language', 'Computer Programming Languages']","Hands-On System Programming with Linux: Explore Linux system programming interfaces, theory, and practice",https://www.amazon.com/dp/1788998472,2018
['Robert Love'],"Linux Kernel Development details the design and implementation of the Linux kernel, presenting the content in a manner that is beneficial to those writing and developing kernel code, as well as to programmers seeking to better understand the operating system and become more efficient and productive in their coding.

The book details the major subsystems and features of the Linux kernel, including its design, implementation, and interfaces. It covers the Linux kernel with both a practical and theoretical eye, which should appeal to readers with a variety of interests and needs.

The author, a core kernel developer, shares valuable knowledge and experience on the 2.6 Linux kernel. Specific topics covered include process management, scheduling, time management and timers, the system call interface, memory addressing, memory management, the page cache, the VFS, kernel synchronization, portability concerns, and debugging techniques. This book covers the most interesting features of the Linux 2.6 kernel, including the CFS scheduler, preemptive kernel, block I/O layer, and I/O schedulers.

The third edition of Linux Kernel Development includes new and updated material throughout the book:

An all-new chapter on kernel data structures
Details on interrupt handlers and bottom halves
Extended coverage of virtual memory and memory allocation
Tips on debugging the Linux kernel
In-depth coverage of kernel synchronization and locking
Useful insight into submitting kernel patches and working with the Linux kernel community
Read more",cf40d6fcdeef0589561e16da23830161907d1eb871ede324485a0b5c83c664bf,0672329468,978-0672329463,"June 22, 2010",amazon,"['Linux Kernel & Peripherals', 'Linux Programming', 'Software Development']",Linux Kernel Development,https://www.amazon.com/dp/0672329468,2010
['Rami Rosen'],"Linux Kernel Networking takes you on a guided in-depth tour of the current Linux networking implementation and the theory behind it. Linux kernel networking is a complex topic, so the book won't burden you with topics not directly related to networking. This book will also not overload you with cumbersome line-by-line code walkthroughs not directly related to what you're searching for; you'll find just what you need, with in-depth explanations in each chapter and a quick reference at the end of each chapter.

Linux Kernel Networking is the only up-to-date reference guide to understanding how networking is implemented, and it will be indispensable in years to come since so many devices now use Linux or operating systems based on Linux, like Android, and since Linux is so prevalent in the data center arena, including Linux-based virtualization technologies like Xen and KVM.

Read more",ba3d1b446877a48bd2b12b656270f3fc0ce2ddfd53d5eaa88b9ed06b89cae973,143026196X,978-1430261964,"December 24, 2013",amazon,"['Linux Programming', 'Linux Networking & System Administration', 'Software Development']",Linux Kernel Networking: Implementation and Theory (Expert's Voice in Open Source),https://www.amazon.com/dp/143026196X,2013
['Kaiwan N. Billimoria'],,5db707eae90d925931a57eb50326eb4f2badfc28939e9d3543168784b2b59ab0,1803232226,978-1803232225,"February 29, 2024",amazon,"['Linux Programming', 'Linux & UNIX Administration', 'Linux Networking & System Administration']","Linux Kernel Programming: A comprehensive and practical guide to kernel internals, writing modules, and kernel synchronization",https://www.amazon.com/dp/1803232226,2024
['Kaiwan N Billimoria'],,4766e19f3358d7cab01c228cab39cdc996149dc7d81975e77583cc49dda513c8,180107951X,978-1801079518,"March 19, 2021",amazon,"['Linux Programming', 'Linux & UNIX Administration', 'Linux Networking & System Administration']","Linux Kernel Programming Part 2 - Char Device Drivers and Kernel Synchronization: Create user-kernel interfaces, work with peripheral I/O, and handle hardware interrupts",https://www.amazon.com/dp/180107951X,2021
['Kaiwan N Billimoria'],,a990c5067397cb9fc0878d2ed0ca883451ae1cb730789ed74e3defe7e22f0aab,1801075034,978-1801075039,"August 5, 2022",amazon,"['Linux Programming', 'Linux Networking & System Administration', 'Software Development']",Linux Kernel Debugging: Leverage proven tools and advanced techniques to effectively debug Linux kernels and kernel modules,https://www.amazon.com/dp/1801075034,2022
['John Madieu'],,9cd5d40607d215685710847e8564d463fac787795ced0555e6e47f5c7a7fbc00,178934204X,978-1789342048,"January 8, 2021",amazon,"['Device Drivers', 'Linux Programming', 'Linux Networking & System Administration']",Mastering Linux Device Driver Development: Write custom device drivers to support computer peripherals in Linux operating systems,https://www.amazon.com/dp/178934204X,2021
['John Madieu'],,4f029d928583b18dc44ab68cb793f02fadbdc807cf214a9d70ee4a1d372b20d1,1803240067,978-1803240060,"April 21, 2022",amazon,"['Linux Programming', 'Linux & UNIX Administration', 'Linux Networking & System Administration']","Linux Device Driver Development: Everything you need to start with device driver development for Linux kernel and embedded Linux, 2nd Edition",https://www.amazon.com/dp/1803240067,2022
['Rodolfo Giometti'],,dfb84c0929013fd675ff0c45d5bdc375ac4d74569cd781150d2d4a280bed3f84,1838558802,978-1838558802,"May 31, 2019",amazon,"['Device Drivers', 'Linux Applications', 'Computer Software']",Linux Device Driver Development Cookbook: Develop custom drivers for your embedded Linux applications,https://www.amazon.com/dp/1838558802,2019
"['Frank Vasquez', 'Chris Simmonds']",,67f2c8581ce0d489a455c24a6680e5ecc6ad2593934d4863c7c2eef19de65cf8,1789530385,978-1789530384,"May 14, 2021",amazon,"['Linux & UNIX Administration', 'Linux Programming', 'Linux Networking & System Administration']","Mastering Embedded Linux Programming: Create fast and reliable embedded solutions with Linux 5.4 and the Yocto Project 3.1 (Dunfell), 3rd Edition",https://www.amazon.com/dp/1789530385,2021
['Alex González'],"Over 79 hands-on recipes for professional embedded Linux developers to optimize and boost their Yocto Project know-how

Key Features
Optimize your Yocto setup to speed up development and debug build issues
Use what is quickly becoming the standard embedded Linux product builder framework—the Yocto Project
Recipe-based implementation of best practices to optimize your Linux system
Book Description

The Yocto Project has become the de facto distribution build framework for reliable and robust embedded systems with a reduced time to market.You'll get started by working on a build system where you set up Yocto, create a build directory, and learn how to debug it. Then, you'll explore everything about the BSP layer, from creating a custom layer to debugging device tree issues. In addition to this, you’ll learn how to add a new software layer, packages, data, scripts, and configuration files to your system. You will then cover topics based on application development, such as using the Software Development Kit and how to use the Yocto project in various development environments. Toward the end, you will learn how to debug, trace, and profile a running system. This second edition has been updated to include new content based on the latest Yocto release.

What you will learn
Optimize your Yocto Project setup to speed up development and debug build issues
Use Docker containers to build Yocto Project-based systems
Take advantage of the user-friendly Toaster web interface to the Yocto Project build system
Build and debug the Linux kernel and its device trees
Customize your root filesystem with already-supported and new Yocto packages
Optimize your production systems by reducing the size of both the Linux kernel and root filesystems
Explore the mechanisms to increase the root filesystem security
Understand the open source licensing requirements and how to comply with them when cohabiting with proprietary programs
Create recipes, and build and run applications in C, C++, Python, Node.js, and Java
Who this book is for

If you are an embedded Linux developer with the basic knowledge of Yocto Project, this book is an ideal way to broaden your knowledge with recipes for embedded development.

Table of Contents
The build system
The BSP layer
The software layer
Application development
Debugging, tracing and profiling
Read more",9105987d299e2613b5c3298787cb53db0fcb0248bd4f00e0fd83556515b9cbc2,1788399218,978-1788399210,"January 25, 2018",amazon,"['Computer Hardware Embedded Systems', 'Computer Operating Systems', 'Linux Operating System']",Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems,https://www.amazon.com/dp/1788399218,2018
['Rudolf Streif'],"Build Complete Embedded Linux Systems Quickly and Reliably

Developers are increasingly integrating Linux into their embedded systems: It supports virtually all hardware architectures and many peripherals, scales well, offers full source code, and requires no royalties. The Yocto Project makes it much easier to customize Linux for embedded systems. If you’re a developer with working knowledge of Linux, Embedded Linux Systems with the Yocto ProjectTM will help you make the most of it.

An indispensable companion to the official documentation, this guide starts by offering a solid grounding in the embedded Linux landscape and the challenges of creating custom distributions for embedded systems. You’ll master the Yocto Project’s toolbox hands-on, by working through the entire development lifecycle with a variety of real-life examples that you can incorporate into your own projects.

Author Rudolf Streif offers deep insight into Yocto Project’s build system and engine, and addresses advanced topics ranging from board support to compliance management.

You’ll learn how to

Overcome key challenges of creating custom embedded distributions
Jumpstart and iterate OS stack builds with the OpenEmbedded Build System
Master build workflow, architecture, and the BitBake Build Engine
Quickly troubleshoot build problems
Customize new distros with built-in blueprints or from scratch
Use BitBake recipes to create new software packages
Build kernels, set configurations, and apply patches
Support diverse CPU architectures and systems
Create Board Support Packages (BSP) for hardware-specific adaptations
Provide Application Development Toolkits (ADT) for round-trip development
Remotely run and debug applications on actual hardware targets
Ensure open-source license compliance
Scale team-based projects with Toaster, Build History, Source Mirrors, and Autobuilder
Read more",44409d18a6f5fc52f26bdc29b8790ea8adf1b6fdc8d628860a8538043e2d93d0,0133443248,978-0133443240,"May 2, 2016",amazon,"['Linux Programming', 'Computer Hardware Embedded Systems', 'Single Board Computers']",Embedded Linux Systems with the Yocto Project (Pearson Open Source Software Development Series),https://www.amazon.com/dp/0133443248,2016
['Lloyd Brombach'],,cab19c5119c7e7700c9c74aad1a4661e981a2548e700005c32b86527e8efbb4e,9389423465,978-9389423464,"January 29, 2021",amazon,"['C++ Programming Language', 'Single Board Computers', 'Computer Programming Languages']",Practical Robotics in C++: Build and Program Real Autonomous Robots Using Raspberry Pi (English Edition),https://www.amazon.com/dp/9389423465,2021
['Daniele Lacamera'],,4505b8cdabbebb1fff90b0cd999a3972d8747c292e3d270b2fa15f886eababcc,1788832507,978-1788832502,"May 29, 2018",amazon,"['Computer Hardware Embedded Systems', 'C Programming Language', 'Computer Programming Languages']","Embedded Systems Architecture: Explore architectural concepts, pragmatic design patterns, and best practices to produce robust systems",https://www.amazon.com/dp/1788832507,2018
['Christopher Kormanyos'],,107a202addb723f48632b15ac8c5cb11afbe5cbeee8937478915556c7c7f6035,,,"July 14, 2021",amazon,"['Systems Architecture', 'Computer Hardware Design & Architecture', 'Software Development (Kindle Store)']",Real-Time C++: Efficient Object-Oriented and Template Microcontroller Programming,https://www.amazon.com/dp/B099J441CH,2021
['Lewis Van Winkle'],,7d61e3ec82342056e8ad0d0b1c126911666f91e39656ff6cd9bd2d3493e40180,1789349869,978-1789349863,"May 13, 2019",amazon,"['C Programming Language', 'Linux & UNIX Administration', 'Linux Networking & System Administration']",Hands-On Network Programming with C: Learn socket programming in C and write secure and optimized network code,https://www.amazon.com/dp/1789349869,2019
['Christian Benvenuti'],"If you've ever wondered how Linux carries out the complicated tasks assigned to it by the IP protocols -- or if you just want to learn about modern networking through real-life examples -- Understanding Linux Network Internals is for you.

Like the popular O'Reilly book, Understanding the Linux Kernel, this book clearly explains the underlying concepts and teaches you how to follow the actual C code that implements it. Although some background in the TCP/IP protocols is helpful, you can learn a great deal from this text about the protocols themselves and their uses. And if you already have a base knowledge of C, you can use the book's code walkthroughs to figure out exactly what this sophisticated part of the Linux kernel is doing.

Part of the difficulty in understanding networks -- and implementing them -- is that the tasks are broken up and performed at many different times by different pieces of code. One of the strengths of this book is to integrate the pieces and reveal the relationships between far-flung functions and data structures. Understanding Linux Network Internals is both a big-picture discussion and a no-nonsense guide to the details of Linux networking. Topics include:

Key problems with networking
Network interface card (NIC) device drivers
System initialization
Layer 2 (link-layer) tasks and implementation
Layer 3 (IPv4) tasks and implementation
Neighbor infrastructure and protocols (ARP)
Bridging
Routing
ICMP

Author Christian Benvenuti, an operating system designer specializing in networking, explains much more than how Linux code works. He shows the purposes of major networking features and the trade-offs involved in choosing one solution over another. A large number of flowcharts and other diagrams enhance the book's understandability.

Read more",7521e69638daa9d0940b3e594449b0ff808f2bb6384ccf5fb311ad5a8032a1e6,9780596002558,978-0596002558,"February 7, 2006",amazon,"['Software Design & Engineering', 'Linux Networking & System Administration', 'Software Development']",Understanding Linux Network Internals: Guided Tour to Networking on Linux,https://www.amazon.com/dp/0596002556,2006
['David Wolff'],,2e7ef4ce19e02004b75204521ca5cafa4473578261804a290ffa1fc619b394f0,1789342252,978-1789342253,"September 28, 2018",amazon,"['OpenGL Software Programming', '3D Graphic Design', 'Game Programming']","OpenGL 4 Shading Language Cookbook: Build high-quality, real-time 3D graphics with OpenGL 4.6, GLSL 4.6 and C++17, 3rd Edition",https://www.amazon.com/dp/1789342252,2018
"['V. Scott Gordon', 'John Clevenger']","This updated edition includes step-by-step instruction on modern OpenGL 4.0+ GLSL shader programming with C++, along with the theoretical foundations of 3D computer graphics. Every shader stage is explored, from the basics of modeling, textures, lighting, shadows, etc., through advanced techniques such as tessellation, noise maps, water, and stereoscopy. This new edition includes expanded coverage of camera control, refraction, and a new chapter on ray tracing with bounding volume hierarchies for complex models. The companion files include all the source code, shaders, model files, skyboxes, etc., needed to run every example in the book.
Read more",8a40ef9a96729f2d61bf04f5cb1be5e8e56250e72eff639de60e79faabe70020,1501522590,978-1501522598,"March 9, 2024",amazon,"['OpenGL Software Programming', 'Rendering & Ray Tracing', '3D Graphic Design']",Computer Graphics Programming in OpenGL with C++,https://www.amazon.com/dp/1501522590,2024
['Joey de Vries'],"Graphics programmers are often coined the 'wizards' of the game industry. As every magician knows, terms like wizardry and magic are often somewhat exaggerated. Yet, there is a certain charm to graphics programming: the ability to conjure up complete living worlds at our fingertips.




Learn OpenGL will teach you the basics, the intermediate, and tons of advanced knowledge, using modern (core-profile) OpenGL. The aim of this book is to show you all there is to modern OpenGL in an easy-to-understand fashion, with clear examples and step-by-step instructions, while also providing a useful reference for later studies.




After years of continuous work and improvements on the accompanying website learnopengl.com, with the help of thousands of readers, its content has been professionally revised for this physical copy you now find in your hands.

Graphics programming isn't as hard as many people make it out to be... you just need to start.




Read more",cab3e1de5bf878b3ebcc547e63130b8dbee399b03c37549e5eafafa177adf950,9090332561,978-9090332567,"June 17, 2020",amazon,"['OpenGL Software Programming', 'Game Programming', 'Introductory & Beginning Programming']",Learn OpenGL: Learn modern OpenGL graphics programming in a step-by-step fashion.,https://www.amazon.com/dp/9090332561,2020
['Justin Stenning'],"50 practical recipes to guide you through the advanced rendering techniques in Direct3D to help bring your 3D graphics project to life
About This Book


Learn and implement the advanced rendering techniques in Direct3D 11.2 and bring your 3D graphics project to life


Study the source code and digital assets with a small rendering framework and explore the features of Direct3D 11.2


A practical, example-driven, technical cookbook with numerous illustrations and example images to help demonstrate the techniques described


Who This Book Is For

Direct3D Rendering Cookbook is for C# .NET developers who want to learn the advanced rendering techniques made possible with DirectX 11.2. It is expected that the reader has at least a cursory knowledge of graphics programming, and although some knowledge of Direct3D 10+ is helpful, it is not necessary. An understanding of vector and matrix algebra is required.

What You Will Learn


Set up a Direct3D application and perform real-time 3D rendering with C# and SharpDX


Learn techniques for debugging your Direct3D application


Render a 3D environment with lights, shapes, and materials


Explore character animation using bones and vertex skinning


Create additional surface detail using tessellation with displacement mapping and displacement decals


Implement image post-processing tasks within compute shaders


Use real-time deferred rendering techniques to implement improved shading for lighting and shadows


Learn to Program the graphics pipeline with shaders using HLSL implemented by Shader Model 5


In Detail

The latest 3D graphics cards bring us amazing visuals in the latest games, from Indie to AAA titles. This is made possible on Microsoft® platforms including PC, Xbox consoles, and mobile devices thanks to Direct3D– a component of the DirectX API dedicated to exposing 3D graphics hardware to programmers. Microsoft DirectX is the graphics technology powering all of today's hottest games. The latest version— DirectX 11—features tessellation for film-like geometric detail, compute shaders for custom graphics effects, and improved multithreading for better hardware utilization. With it comes a number of fundamental game changing improvements to the way in which we render 3D graphics.




Direct3D Rendering Cookbook provides detailed .NET examples covering a wide range of advanced 3D rendering techniques available in Direct3D 11.2. With this book, you will learn how to use the new Visual Studio 2012 graphics content pipeline, how to perform character animation, how to use advanced hardware tessellation techniques, how to implement displacement mapping, perform image post-processing, and how to use compute shaders for general-purpose computing on GPUs.




After covering a few introductory topics about Direct3D 11.2 and working with the API using C# and SharpDX, we quickly ramp up to the implementation of a range of advanced rendering techniques, building upon the projects we create and the skills we learn in each subsequent chapter. Topics covered include using the new Visual Studio 2012 graphics content pipeline and graphics debugger, texture sampling, normal mapping, lighting and materials, loading meshes, character animation (vertex skinning), hardware tessellation, displacement mapping, using compute shaders for post-process effects, deferred rendering, and finally bringing all of this to Windows Store Apps for PC and mobile. After completing the recipes within Direct3D Rendering Cookbook, you will have an in-depth understanding of a range of advanced Direct3D rendering topics.

Read more",c104e43c6001e977d1e03484b4e57a5f64f3f2aa2d67dd141ab094207a22583a,,,"January 20, 2014",amazon,"['DirectX Software Programming', 'Rendering & Ray Tracing', 'C# Programming (Kindle Store)']",Direct3D Rendering Cookbook,https://www.amazon.com/dp/B00HYQFGYI,2014
['Frank Luna'],"No detailed description available for ""Introduction to 3D Game Programming with DirectX 12"".
Read more",a442d3e840e4f2cc62ccd1965d3ec62665d28788d6a89ad782b1a503daf0e20c,1942270062,978-1942270065,"April 7, 2016",amazon,"['Computer & Video Game Design', 'Game Programming', 'Introductory & Beginning Programming']",Introduction to 3D Game Programming with DirectX 12,https://www.amazon.com/dp/1942270062,2016
['Siddharth Shekar'],"Explore modern game programming and rendering techniques to build games using C++ programming language and its popular libraries

Key Features
Learn how you can build basic 2D and complex 3D games with C++
Understand shadows, texturing, lighting, and rendering in 3D game development using OpenGL
Uncover modern graphics programming techniques and GPU compute methods using the Vulkan API
Book Description

Although numerous languages are currently being used to develop games, C++ remains the standard for fabricating expert libraries and tool chains for game development. This book introduces you to the world of game development with C++.

C++ Game Development By Example starts by touching upon the basic concepts of math, programming, and computer graphics and creating a simple side-scrolling action 2D game. You'll build a solid foundation by studying basic game concepts such as creating game loops, rendering 2D game scenes using SFML, 2D sprite creation and animation, and collision detection. The book will help you advance to creating a 3D physics puzzle game using modern OpenGL and the Bullet physics engine. You'll understand the graphics pipeline, which entails creating 3D objects using vertex and index buffers and rendering them to the scene using vertex and fragment shaders. Finally, you'll create a basic project using the Vulkan library that'll help you get to grips with creating swap chains, image views, render passes, and frame buffers for building high-performance graphics in your games.

By the end of this book, you’ll be ready with 3 compelling projects created with SFML, the Vulkan API, and OpenGL, and you'll be able take your game and graphics programming skills to the next level.

What you will learn
Understand shaders and how to write a basic vertex and fragment shader
Build a Visual Studio project and add SFML to it
Discover how to create sprite animations and a game character class
Add sound effects and background music to your game
Grasp how to integrate Vulkan into Visual Studio
Create shaders and convert them to the SPIR-V binary format
Who this book is for

If you’re a developer keen to learn game development with C++ or get up to date with game development, this book is for you. Some knowledge of C++ programming is assumed.

Table of Contents
C++ Concepts
Mathematics and Graphics Concepts
Setting Up Your Game
Creating your game
Finalizing your Game
Getting started with OpenGL
Building on the game objects
Enhancing your game with Collision, loop, and Lighting
Getting started with Vulkan
Preparing the Clear Screen
Creating Object Resources
Drawing Vulkan Objects
Read more",a27fc9365bb0a2fb74271aa6621285a93c8aef6e2588c6b0abb4e800677d5db3,,,"May 3, 2019",amazon,"['C++ Programming', 'C++ Programming Language', 'Computer Games Programming']","C++ Game Development By Example: Learn to build games and graphics with SFML, OpenGL, and Vulkan using C++ programming",https://www.amazon.com/dp/B07RG9H8CR,2019
['Eric Lengyel'],"The first volume of Foundations of Game Engine Development discusses the mathematics needed by engineers who work on games or other types of virtual simulations. The book begins with conventional treatments of topics such as linear algebra, transforms, and geometry. Then, it introduces Grassmann algebra and geometric algebra to provide a much deeper understanding of the subject matter and highlight the places where traditional arithmetic with vectors, matrices, quaternions, etc., fits into a larger picture. Includes exercises.
Read more",8b43c1d6d5b3f2573d8bc3f04363dc8265a15d42b62734dc81d3c48d53d6fb46,0985811749,978-0985811747,"September 11, 2016",amazon,"['Software Design & Engineering', 'Software Development', 'Business Technology']","Foundations of Game Engine Development, Volume 1: Mathematics",https://www.amazon.com/dp/0985811749,2016
['Robert Nystrom'],"The biggest challenge facing many game programmers is completing their game. Most game projects fizzle out, overwhelmed by the complexity of their own code. Game Programming Patterns tackles that exact problem. Based on years of experience in shipped AAA titles, this book collects proven patterns to untangle and optimize your game, organized as independent recipes so you can pick just the patterns you need.

You will learn how to write a robust game loop, how to organize your entities using components, and take advantage of the CPUs cache to improve your performance. You'll dive deep into how scripting engines encode behavior, how quadtrees and other spatial partitions optimize your engine, and how other classic design patterns can be used in games.

Read more",581c597abd48180ed81c632ba673dbc21928e41ad69b25a27970ccd0b3104e0b,0990582906,978-0990582908,"November 2, 2014",amazon,"['Game Programming', 'Software Development', 'Video & Computer Games']",Game Programming Patterns,https://www.amazon.com/dp/0990582906,2014
['Gabor Szauer'],"Learn animation programming from first principles and implement modern animation techniques that can be integrated into any game development workflow

Key Features
Build a functional and production-ready modern animation system with complete features using C++
Learn basic, advanced, and skinned animation programming with this step-by-step guide
Discover the math required to implement cutting edge animation techniques such as inverse kinematics and dual quaternions
Book Description

Animation is one of the most important parts of any game. Modern animation systems work directly with track-driven animation and provide support for advanced techniques such as inverse kinematics (IK), blend trees, and dual quaternion skinning.

This book will walk you through everything you need to get an optimized, production-ready animation system up and running, and contains all the code required to build the animation system. You'll start by learning the basic principles, and then delve into the core topics of animation programming by building a curve-based skinned animation system. You'll implement different skinning techniques and explore advanced animation topics such as IK, animation blending, dual quaternion skinning, and crowd rendering. The animation system you will build following this book can be easily integrated into your next game development project. The book is intended to be read from start to finish, although each chapter is self-contained and can be read independently as well.

By the end of this book, you'll have implemented a modern animation system and got to grips with optimization concepts and advanced animation techniques.

What you will learn
Get the hang of 3D vectors, matrices, and transforms, and their use in game development
Discover various techniques to smoothly blend animations
Get to grips with GLTF file format and its design decisions and data structures
Design an animation system by using animation tracks and implementing skinning
Optimize various aspects of animation systems such as skinned meshes, clip sampling, and pose palettes
Implement the IK technique for your game characters using CCD and FABRIK solvers
Understand dual quaternion skinning and how to render large instanced crowds
Who this book is for

This book is for professional, independent, and hobbyist developers interested in building a robust animation system from the ground up. Some knowledge of the C++ programming language will be helpful.

Table of Contents
Creating a Game Window
Implementing Vectors
Implementing Matrices
Implementing Quaternions
Implementing Transforms
Building an Abstract Renderer
Exploring the glTF File Format
Creating Curves, Frames, and Tracks
Implementing Animation Clips
Mesh Skinning
Optimizing the Animation Pipeline
Blending between Animations
Implementing Inverse Kinematics
Using Dual Quaternions for Skinning
Rendering Instanced Crowds
Read more",506c137f1f951f6778afe2582c18486651c1fdc21a93c99f5177f52d6651543e,1800208081,978-1800208087,"June 12, 2020",amazon,"['OpenGL Software Programming', 'C++ Programming Language', 'Introductory & Beginning Programming']",Hands-On C++ Game Animation Programming: Learn modern animation techniques from theory to implementation with C++ and OpenGL,https://www.amazon.com/dp/1800208081,2020
